Name,PV_File,WIND_File
TOURS_LA_RICHE_LA_GRANGE_DAVID,PV_TOURS_LA_RICHE_LA_GRANGE_DAVID_20150101-20241231_merra2_32bd51aa00.csv,Wind_TOURS_LA_RICHE_LA_GRANGE_DAVID_20150101-20241231_merra2_a6d7f2589a.csv
NANTES_1-TOUGAS,PV_NANTES_1-TOUGAS_20150101-20241231_merra2_eb3d1b34bd.csv,Wind_NANTES_1-TOUGAS_20150101-20241231_merra2_a6d7f2589a.csv
LMM_LE_MANS_-_LA_CHAUVINIÈRE,PV_LMM_LE_MANS_-_LA_CHAUVINIÈRE_20150101-20241231_merra2_d2db9f839f.csv,Wind_LMM_LE_MANS_-_LA_CHAUVINIÈRE_20150101-20241231_merra2_a6d7f2589a.csv
TOULOUSE_GINESTOUS,PV_TOULOUSE_GINESTOUS_20150101-20241231_merra2_29a7b1e5d0.csv,Wind_TOULOUSE_GINESTOUS_20150101-20241231_merra2_a6d7f2589a.csv
BEGLES_CLOS_DE_HILDE,PV_BEGLES_CLOS_DE_HILDE_20150101-20241231_merra2_f9521f51cc.csv,Wind_BEGLES_CLOS_DE_HILDE_20150101-20241231_merra2_a6d7f2589a.csv
DIJON,PV_DIJON_20150101-20241231_merra2_7db14877e1.csv,Wind_DIJON_20150101-20241231_merra2_a6d7f2589a.csv
MAERA_EX_CEREIREDE,PV_MAERA_EX_CEREIREDE_20150101-20241231_merra2_29a7b1e5d0.csv,Wind_MAERA_EX_CEREIREDE_20150101-20241231_merra2_a6d7f2589a.csv
GRENOBLE_AQUAPOLE,PV_GRENOBLE_AQUAPOLE_20150101-20241231_merra2_d4c35c7cda.csv,Wind_GRENOBLE_AQUAPOLE_20150101-20241231_merra2_a6d7f2589a.csv
LYON_-_PIERRE_BÉNITE,PV_LYON_-_PIERRE_BÉNITE_20150101-20241231_merra2_1fe6a0073e.csv,Wind_LYON_-_PIERRE_BÉNITE_20150101-20241231_merra2_a6d7f2589a.csv
LYON_-_SAINT_FONS,PV_LYON_-_SAINT_FONS_20150101-20241231_merra2_1fe6a0073e.csv,Wind_LYON_-_SAINT_FONS_20150101-20241231_merra2_a6d7f2589a.csv
FERNEY-VOLTAIRE_-_AIRE_2,PV_FERNEY-VOLTAIRE_-_AIRE_2_20150101-20241231_merra2_704f15d101.csv,Wind_FERNEY-VOLTAIRE_-_AIRE_2_20150101-20241231_merra2_a6d7f2589a.csv
AÏRE_SUISSE,PV_AÏRE_SUISSE_20150101-20241231_merra2_704f15d101.csv,Wind_AÏRE_SUISSE_20150101-20241231_merra2_a6d7f2589a.csv
Rijeka-Delta,PV_Rijeka-Delta_20150101-20241231_merra2_d4c35c7cda.csv,Wind_Rijeka-Delta_20150101-20241231_merra2_a6d7f2589a.csv
Zagreb,PV_Zagreb_20150101-20241231_merra2_0cad142a45.csv,Wind_Zagreb_20150101-20241231_merra2_a6d7f2589a.csv
Budapest_Csepel_Kp_szvtp_-_Szennyviztisztito_Telep,PV_Budapest_Csepel_Kp_szvtp_-_Szennyviztisztito_Telep_20150101-20241231_merra2_32bd51aa00.csv,Wind_Budapest_Csepel_Kp_szvtp_-_Szennyviztisztito_Telep_20150101-20241231_merra2_a6d7f2589a.csv
Miskolc_-_Szennyviztisztito_Telep,PV_Miskolc_-_Szennyviztisztito_Telep_20150101-20241231_merra2_d96d7cca0e.csv,Wind_Miskolc_-_Szennyviztisztito_Telep_20150101-20241231_merra2_a6d7f2589a.csv
Pecs_-_Szennyviztisztito_Telep,PV_Pecs_-_Szennyviztisztito_Telep_20150101-20241231_merra2_e2ae8c2f45.csv,Wind_Pecs_-_Szennyviztisztito_Telep_20150101-20241231_merra2_a6d7f2589a.csv
Budapest_Eszak_Pest_-_Szennyviztisztito_Telep,PV_Budapest_Eszak_Pest_-_Szennyviztisztito_Telep_20150101-20241231_merra2_903d65181f.csv,Wind_Budapest_Eszak_Pest_-_Szennyviztisztito_Telep_20150101-20241231_merra2_a6d7f2589a.csv
Debrecen_-_Szennyviztisztito_Telep,PV_Debrecen_-_Szennyviztisztito_Telep_20150101-20241231_merra2_3b94e5c316.csv,Wind_Debrecen_-_Szennyviztisztito_Telep_20150101-20241231_merra2_a6d7f2589a.csv
Gyor_-_Szennyviztisztito_Telep,PV_Gyor_-_Szennyviztisztito_Telep_20150101-20241231_merra2_b580b5a525.csv,Wind_Gyor_-_Szennyviztisztito_Telep_20150101-20241231_merra2_a6d7f2589a.csv
Cork_city,PV_Cork_city_20150101-20241231_merra2_3644c1cbba.csv,Wind_Cork_city_20150101-20241231_merra2_a6d7f2589a.csv
Ringsend,PV_Ringsend_20150101-20241231_merra2_0ab78f665d.csv,Wind_Ringsend_20150101-20241231_merra2_a6d7f2589a.csv
Cossato_Spolina,PV_Cossato_Spolina_20150101-20241231_merra2_82bc1fd638.csv,Wind_Cossato_Spolina_20150101-20241231_merra2_a6d7f2589a.csv
Castiglione,PV_Castiglione_20150101-20241231_merra2_0d28724238.csv,Wind_Castiglione_20150101-20241231_merra2_a6d7f2589a.csv
Dp01209001_Lonate_Pozzolo,PV_Dp01209001_Lonate_Pozzolo_20150101-20241231_merra2_1be69779c8.csv,Wind_Dp01209001_Lonate_Pozzolo_20150101-20241231_merra2_a6d7f2589a.csv
Dp01514601_Milano_Nosedo,PV_Dp01514601_Milano_Nosedo_20150101-20241231_merra2_1755f79552.csv,Wind_Dp01514601_Milano_Nosedo_20150101-20241231_merra2_a6d7f2589a.csv
